ime,id,gorovje,visina,vrsta,priljubljenost,mesto_priljubljenosti,stevilo_poti,opis 
Bavški Grintavec,679,Julijske Alpe,2347,vrh,96,89,3,"Bavški Grintavec je mogočna gora, ki se strmo dviga nad dolinami Bavšice, Zadnje Trente in Soče. Vsi pristopi na vrh so dolgi in razen tistega iz Soče tudi zahtevni. Najtežji pa je pristop s sedla Kanja na vrh. Ker v bližini ni višjih vrhov ima tudi lep razgled na Osrednje in zahodne Julijske Alpe. Najlepši pa je pogled na bližnji Jalovec, ki se strmo dviga nad Zadnjo Trento. Vrh, ki ima vpisno skrinjico je tudi najvišji v grebenu od vasi Kal - Koritnica do Trente."
Bedančev dom,2659,Julijske Alpe,1116,koča,21,1998,1,"Bedančev dom se nahaja ob kranjskogorskih smučiščih, točneje v bližini zgornje postaje štirisedežnice Vitranc I. Od doma je lep pogled na smučišče, del Podkorena  in del zahodnih Karavank."
Begunjski vrh,48,Julijske Alpe,2461,vrh,92,214,6,"Begunjski vrh je 2461 m visoka gora, ki se nahaja v osrčju najvišjih gora v Julijskih Alpah. Z vrha, ki ima vpisno skrinjico ter žig, se nam odpre lep razgled na Triglav, Rž, Rjavino, Cmir, na drugo stran doline Vrat, pa lepo vidimo Škrlatico, Dolkovo špico, Stenar ter Bovški Gamsovec."
Bela glava,590,Julijske Alpe,1926,vrh,62,961,1,"Bela glava je neopazen vrh na zahodni strani Fužinskih planin. Z vrha na katerem stoji možic je lep pogled na sosednji Tičarici in gore nad dolino Za Kopico. Ker na vrh ne pelje nobena pot, le ta redko dočaka obisk."
Belopotoški slap,407,Julijske Alpe,720,slap,72,711,1,"Slap se nahaja na Belem potoku. Pada čez krajšo steno v brezno, ki ima odprtino 1,5 X 0,5m. Ob breznu pa je manjše jezerce kjer se lahko okopamo. Slap pa je visok 10m."
Belska planina,2786,Julijske Alpe,1237,planina,13,2200,3,"Belska planina je ena od planin na Pokljuki, nahaja pa se med Kokošinjco (1393 m) in Plešo (1331 m). Na planini stoji več koč, nekatere so pastirske, večina pa jih je preurejenih v vikende."
Bivak Hlek,764,Julijske Alpe,1225,bivak,62,958,2,"Bivak Hlek se nahaja na vzhodnih pobočjih Kobariškega Stola. V notranjosti bivaka sta dva prostora, spodnji v katerem je peč, miza in nekaj klopi ter zgornji na podstrešju, kjer je nekaj ležišč. Od bivaka pa je lep pogled na bližnji Matajur."
Bivak na Črniku,758,Julijske Alpe,1160,bivak,54,1167,1,"Bivak na Črniku se nahaja zahodno od mogočnega Krna ob spodnjem delu poti Silva Korena. Ker bivak obdaja gozd ni razgleda nam pa nudi prijetno zavetje v primeru nevihte. V bivaku ni postelj, ima pa klop in mizo ter nekaj odej."
Bivak na Jezerih,211,Julijske Alpe,2118,bivak,78,563,1,"Bivak se nahaja na robu ravnice Na Jezerih. Na tej ravnici naj bi bilo včasih jezero, ki pa sedaj ni več razen krajši čas v močnem deževju. Bivak obkrožajo najvišji vrhovi Julijskih Alp kot so Rokavi, Oltar, Dovški križ, nekoliko nižja Šplevta in Mali Matterhorn in na drugi strani doline Vrat, najvišji slovenski vrh Triglav. Bivak ima tri ležišča in manjšo mizo."
Bivak na Rušju,216,Julijske Alpe,1980,bivak,82,443,1,"Bivak se nahaja pod Dolkovo špico. Z bivaka je lep razgled na Stenar, Križ in del Dolkove špice. Odprt je skozi vse leto v njem pa lahko prespi 8 oseb."
Bivak pod Kotovim sedlom,723,Julijske Alpe,1965,bivak,77,593,2,"Bivak se nahaja v bližini Kotovega sedla pod večjim balvanom, ki ga ščiti pred morebitnim snežnim plazom. V lepo urejenem bivaku lahko prespijo štirje planinci. Razgled od bivaka pa je na vrhove nad dolino Tamar, kjer izstopajo strma prepadna pobočja Jalovca."
Bivak pod Luknjo,241,Julijske Alpe,1480,bivak,86,362,1,Bivak stoji v gozdu malo pod Luknjo v alpski dolini Vrata. V bivaku lahko prespimo ali pa samo vedrimo v primeru nevihte.
Bivak pod Muzcem,826,Julijske Alpe,1550,"sedlo, bivak",64,915,1,"Bivak pod Muzcem se nahaja na manjšem sedelcu med Gabrovcem in Muzcem. Bivak v katerem je možno tudi prenočiti (v njem so štiri ležišča ter tri zasilna) je bil zgrajen leta 2002 na pobudo razvojnega društva Breginjski kot. Od bivaka, se nam odpre lep pogled na Breginjski kot in Jadransko morje."
Bivak pod Špikom,340,Julijske Alpe,1424,"koča, bivak",83,425,2,"Bivak, ki ga v bolj obiskanih dneh priredijo v manjšo okrepčevalnico stoji na robu gozda nad Gozd Martuljkom. Od bivaka je lep razgled proti Špiku in vrhovom okrog njega."
Bivak Za Akom,1097,Julijske Alpe,1340,bivak,76,613,1,Bivak 3 se nahaja na poraščeni vzpetini ob robu krnice Za Akom. Od bivaka v katerem lahko prenoči 8 ljudi zaradi gozda ni lepšega razgleda. Za razgled se je vredno spustiti 5 minut na prostrana prodišča s katerih se nam odre lep pogled na severna ostenja Martuljških gora.
Blejska koča na Lipanci,76,Julijske Alpe,1630,"koča, planina",97,66,5,"Blejska koča se nahaja ob robu razgledne planine Lipanca. Od koče, ki je odprta preko celega leta, se nam odpre lep razgled na Pokljuške gozdove ter vrhove (Mrežce in Lipanski vrh), ki obdajajo že omenjeno planino."
Blejski grad,2490,Julijske Alpe,599,,21,1997,1,"Na strmi pečini, ki se dviga 123 m nad gladino Blejskega jezera stoji ena najstarejših slovenskih, v listinah že v zgodnjem 11. stol. omenjenih utrdb - Blejski grad. Dolgih stoletij sedež velike gorenjske posesti briksenske škofije, danes pa ena največjih kulturnih in turističnih znamenitosti Slovenije je urejena v muzej, ki hrani obsežno zbirko orožja iz let med 16. in 18. stoletjem. V gradu se nahaja tudi gostišče z restavracijo, v grajski kapeli sv. Ingenuina in Albuina pa so za ogled na voljo lepo ohranjene freske. Z grajskih teras se ponuja lep razgled na Blejsko jezero z otokom in okolico, na Pokljuko, Jelovico, ter Julijce s Triglavom."
Bogatin,326,Julijske Alpe,1977,vrh,93,168,4,Bogatin tudi Mali Bogatin je zadnji oz. prvi vrh v verigi Spodnjih Bohinjskih gora. Z vrha na katerem se nahaja vpisna skrinjica je lep razgled proti celotnim Julijskim Alpam. <br>O Bogatinu je napisana tudi znana pripovedka o Zlatorogovem kraljestvu.
Boršt,2469,Julijske Alpe,931,vrh,19,2046,3,"Boršt je 931 m visok porasel vrh, ki se nahaja 4 km severo-zahodno od Bleda, ali vzhodno od planote Mežakla. Med njim in sosednjim vrhom Hom na vzhodu, se globoko ob vznožjih vije znamenita soteska Blejski Vintgar. Na samem vrhu zaradi poraslosti ni posebnega razgleda, vendar pa smo tega lahko deležni s pobočij hriba in ob poteh, ki vodijo nanj. Boršt je v zadnjem času vse bolj obiskan cilj okoliških pohodnikov."
Bovški Gamsovec,647,Julijske Alpe,2392,vrh,97,86,3,Bovški Gamsovec je 2392m visoka gora v neposredni bližini Triglava. Z vrha je čudovit pogled na Triglav in njegovo severno steno ter na gore in jezera v bližini Kriških podov.
Brda,263,Julijske Alpe,2008,vrh,88,295,9,"Brda so razgleden vrh, ki se nahaja med Pokljuko in Krmo. Z vrha, na katerem je na kovinski drog pritrjen žig, se nam odpre lep razgled proti Triglavu, vrhovom nad dolino Krme, zahodnim in osrednjim Karavankam, Grintovcu in ostalim najvišjim vrhovom v Kamniško Savinjskih Alpah, Pokljuki in Jelovici ter verigi Spodnjih Bohinjskih gora."
Briceljk,1370,Julijske Alpe,2346,vrh,80,504,1,"Med dolino Koritnice in Bavšice se razteza dolg greben, ki je pogovorno imenovan greben Loških sten (Loška stena je najdaljša stena v Sloveniji, dolga je 5 km, v višino pa meri 1000 m). Najvišji vrh Loške stene je 2346 m visok Briceljk, na katerega pa ne vodi nobena markirana pot, pa čeprav je ta na večini zemljevidov vrisana. Sicer pa se nam z vrha odpre lep razgled na vrhove Loške stene, Mangart, Jalovec, Pelc nad Klonicami, Bavški Grintavec ter del zahodnih Julijskih Alp."
Čelo,70,Julijske Alpe,2228,vrh,83,428,7,"Čelo je malo obiskana gora nad Travnikovo dolino in Zgornjo Komno zahodno od Doline triglavskih jezer. Brezpotna gora ima lep razgled na vrhove Julijskih Alp. V tem samotnem svetu lahko opazimo svizce, večje skupine kozorogov in neokrnjeno naravo. Čelo pričaka nekoliko večji obisk v zimskem času, ko na vrh zaide kak turni smučar."
Cesar,610,Julijske Alpe,2098,vrh,77,584,1,"Cesar je osamljen vrh, ki se nahaja le nekaj minut stran od ene najbolj obljudenih slovenskih poti. Vrh na katerem bomo lahko opazovali vrvež na bližnjih poteh na Triglav se nahaja le 15 minut od Konjskega sedla. Malo znan vrh ima lep pogled na Triglav in vrhove nad dolino Krme."
Četrt,1102,Julijske Alpe,1832,vrh,52,1209,4,"Četrt je malo obiskan travnat vrh, ki se nahaja zahodno od Črne prste. Z vrha na katerem še vedno stoji star mejni kamen iz leta 1920 (SHS) je lep pogled po večjem delu zahodne Slovenije."
Ciprnik,709,Julijske Alpe,1745,vrh,95,133,4,"Skrit in razgleden vrh nad kranjskogorskimi smučišči. Proti vzhodu vidimo Martuljške gore na drugi strani pa Jalovec, Ponce, Mojstrovke... Proti severu pa opazimo zahodni del Karavank, Dobrač in avstrijske tritisočake. Na vrhu, ki ga obdaja rušje je vpisna knjiga."
Čisti vrh,1605,Julijske Alpe,1875,vrh,73,689,1,"Čisti vrh je 1875 m visoka gora, ki se nahaja severno od grebena Špičja, točneje na razgledni vzpetini nad sedlom Čez Drt. Z vrha, na katerem je vpisna skrinjica, se nam odpre lep razgled na večino najvišjih gora, ki obdajajo dolino Trente."
Cmir,155,Julijske Alpe,2393,vrh,92,208,4,Gora se nahaja med dvema alpskima dolinama med Vrati in manj znano dolino Za Cmirom. Z vrha je lep razgled na vrhove nad obema dolinama. 
Črna gora,345,Julijske Alpe,1350,"vrh, bivak",76,607,1,Vrh se nahaja med dolinama Kot in Vrata. Na vrhu stoji bivak z dvema ležiščema. Razgled je lep proti Kukovi špici in njenim sosednjim vrhovom v druge smeri pa ga ovira gozd.
Črna prst,87,Julijske Alpe,1844,"vrh, koča, bivak",99,36,18,"Na severnem pobočju vršne glave Črne prsti opazimo črno prst po kateri je gora dobila ime. Črna prst je poznana po flori, ki jo je na njenih predvsem južnih pa tudi severnih pobočjih veliko. Vrh se nahaja v Spodnjih Bohinjskih gorah nad Bohinjsko Bistrico. Le nekaj metrov pod vrhom stoji planinski dom Zorka Jelinčiča, ki je odprt v poletni sezoni. V času, ko je dom zaprt nam zasilno prenočišče nudi skromen bivak."
Črno jezero,132,Julijske Alpe,1294,jezero,93,167,3,"Črno jezero je najnižje od vseh Triglavskih jezer in je tudi najtoplejše. Veliko je 150m, široko 80m in globoko 6m. Zaradi bližnjega gozda je razgled omejen, in je le proti steni Stadorja. "
Čukla,415,Julijske Alpe,1767,vrh,85,369,1,Čukla se nahaja nad Bovško kotlino v pobočju Rombona. Z vrha kjer je piramida (spomenik v spomin na zavzetje Čukle) je lep razgled na zahodne Julijske Alpe in Bovško kotlino. Vrh ima vpisno knjigo.
Debela peč,84,Julijske Alpe,2014,vrh,99,20,13,"Debela peč je 2014 m visoka gora, ki se z ene strani strmo dviga nad dolino Krme, na drugo stran pa se zložno spušča proti prostranim Pokljuškim gozdovom. Z vrha, na katerem je žig in vpisna skrinjica, se nam odpre lep razgled na najvišje vrhove Julijskih Alp, Karavank, ob lepem vremenu pa tudi Kamniško Savinjskih Alp."
Debeli vrh,383,Julijske Alpe,2390,vrh,90,247,1,"Vrh se nahaja nad planino v Lazu. Z vrha je zelo lep pogled proti Triglavu, Kanjavcu in ostalim okoliškim vrhovom."
Debeli vrh nad Lipanco,339,Julijske Alpe,1962,vrh,84,409,5,"Debeli vrh je 1962 m visoka gora, ki se nahaja v grebenu gora, ki se strmo dviga nad dolino Krme. Z vrha, na katerem je na kovinski drog pritrjen žig, se nam odpre lep razgled na najvišje vrhove Julijskih Alp, Karavank in Kamniško Savinjskih Alp."
Dobra gora,1783,Julijske Alpe,620,vrh,60,1014,1,"Dobra gora je hrib ki se nahaja nekoliko južno od Blejskega jezera in se za kakih 150 m dviguje nad vasjo Selo (pri Bledu). Na vrhu najdemo dve klopci z vpisno knjigo in prekrasnim pogledom, saj vrh tiči na prepadni pečini. Spodaj: vasica s pašniki tja do Save Bohinjke, onkraj nje pobočja Jelovice z Babjim zobom ter vasico Kupljenik, bolj desno pa Bohinjska Bela pod stenami Galetovca. Na levi vas Ribno z Ribensko goro, in Radovljiško kotlino v ozadju.<br>Po navedbah nekaterih virov naj bi imela Dobra gora tudi mitološko simboliko; na njen vrh naj bi v srednjem veku okoličani vodili blagoslavljat svoje konje, že pred tem pa so menda tja hodili častiti poganskega boga Peruna."
Dolina Škratov,405,Julijske Alpe,700,,67,830,1,"Dolina Škratov se nahaja pod Krasjim vrhom in Javorščkom. Tu stoji stara koča na kateri je vpisna knjiga. Škrati v dolini so palčki, ki jih je zelo veliko. V dolini je gozd tako, da ni razgleda je pa pogled na škrate, ki so zelo zanimivi."
Dolkova špica,10,Julijske Alpe,2591,vrh,94,153,5,"Dolkova špica je 2591 m visoka gora, ki se nahaja med Stenarjem in Škrlatico. Z vrha, na katerem je vpisna skrinjica, se nam odpre lep razgled na najvišje vrhove v Julijskih Alpah."
Dom na Komni,102,Julijske Alpe,1520,koča,98,45,8,"Dom, ki je odprt vse leto se nahaja na neizraziti razgledni vzpetini zahodno od Bohinjskega jezera. Dom je lepo viden z jezera in njegove bližnje okolice. Pred domom je razgledna terasa s katere se lepo vidijo Spodnje Bohinjske gore. Za ogled gora nad dolino Triglavskih jezer pa se moramo povzpeti na minuto oddaljeni hribček zraven razgledne terase. Ker je dom odprt vse leto je pot tudi pozimi shojena že dan ali dva po sneženju."
Dom Petra Skalarja na Kaninu,328,Julijske Alpe,2260,koča,82,465,2,"Dom se nahaja na manjši vzpetini na Kaninskih podih. Od doma razgled obsega celotno verigo vrhov nad Kaninskimi podi od Babanskih skednjev, Laške Planje, Visokega Kanina in Prestreljenika pa vse do Rombona. Naprej proti vzhodu si sledijo Jalovec, Mangrt, Triglav, Krn, za Stolom in Matajurjem se razprostira nižina Furlanije, v daljavi se vidi tudi Jadransko morje in del Istre. V dolini se vidi Sočo in Bovec. <br>Dom je odprt vsak dan v juliju in avgustu ter vikendi (Pe, So, Ne) v septembru. GSM oskrbnikov Milivoja in Jolande je 041-722-601."
Dom Planika pod Triglavom,94,Julijske Alpe,2401,koča,96,100,8,"Dom Planika pod Triglavom se nahaja na južni strani najvišjega vrha v Sloveniji. Od doma, ki je odprt v poletni sezoni, se nam odpre lep pogled na Triglav in gore nad dolinama Krme in Bohinja."
Dom pri Krnskih jezerih,162,Julijske Alpe,1385,"koča, bivak",94,161,2,"Dom pri Krnskih jezerih se nahaja nad Dupeljskim jezerom. Zaradi lahkega dostopa je dom pri Krnskih jezeri med najbolje obiskanimi slovenskimi planinskimi postojankami. Pri domu, ki ima tudi zimsko sobo ni lepega razgleda saj ga ovira gozd. Večina obiskovalcev pa izlet podaljša do 15 minut oddaljenega Krnskega jezera kjer se odpre zelo lep razgled."
Dom v Tamarju,286,Julijske Alpe,1108,"koča, cerkev, planina",94,143,1,"Planinski dom v Tamarju, se nahaja ob robu večjega travnika, s katerega se nam odpre lep razgled na vrhove in ostenja gora, ki obkrožajo Tamar in Planico. Večina obiskovalcev si omenjeni dom izbere za cilj izleta, nekateri pa le za izhodiščno oz. vmesno točko visokogorskih tur.<br>V bližini planinskega doma, pa se nahaja tudi manjša kapelica, na kateri opazimo manjše spominske plošče, ki nas spominjajo na v teh gorah preminule planince. <br>Sveta maša je vsako nedeljo v mesecu juliju in avgustu ob 15. uri"
Dom Valentina Staniča pod Triglavom,203,Julijske Alpe,2332,"koča, bivak",94,146,9,"Dom se nahaja pod Visoko Vrbanovo špico nad dolinama Za Cmirom in Kot. Od doma, ki je odprt v poletni sezoni je lep pogled proti Triglavu, Rži, Rjavini, Vrbanov špici in Begunjskemu vrhu. Zadaj se vidi tudi Jalovec. Ob domu stoji tudi zimski bivak, ki ima 4 ležišča."
Dovški križ,22,Julijske Alpe,2542,vrh,92,205,2,Dovški Križ se nahaja med Oltarjem in manj znano Škrnatarico nad alpsko dolino Vrata. Z vrha je lep pogled proti že omenjenemu Oltarju in sosednjim Rokavom. Na drugi strani doline Vrat pa se vidi najvišji slovenski vrh Triglav s svojimi sosedi. Na severni strani vrha pa je točno pod njim krnica Amfiteater.
Draški rob,1788,Julijske Alpe,1979,vrh,66,849,2,"Draški rob se imenuje del grebena med Malim Draškim vrhom in Solnicami, ki se prepadno spušča proti dolini Krme. S kote 1979 m, ki je tudi najvišja točka Draškega roba, se nam odpre lep pogled na Viševnik, Mali Draški vrh, Vernar, Kanjavec, Triglav, Rž, Rjavino, Luknjo peč, Krmo, Debeli vrh in bližnji Veliki Selišnik."
Dravh,434,Julijske Alpe,1547,vrh,80,518,3,"Dravh je 1547 m visok vrh, ki se nahaja med Sorico in Soriško planino. Z neporaščenega vrha se nam odpre lep razgled na Škofjeloško in Cerkljansko hribovje, Črno prst, Triglav, Karavanke in Ratitovec."
Drobeče Sleme,468,Julijske Alpe,2029,vrh,67,838,3,Vrh se nahaja v istem grebenu kot bolj poznano Sleme. Na razglednem vrhu s katerega se lepo vidita Kukova špica in Špik je tudi vpisna skrinjica z vpisno knjigo. Ob skrinjici je kravji zvonec na katerega lahko pozvonimo.
Erjavčeva koča na Vršiču,272,Julijske Alpe,1525,koča,87,340,2,"Erjavčeva koča na Vršiču na nahaja na kranjskogorski strani Vršiške ceste, na razgledni vzpetini nad bližnjim hudournikom. Od koče se nam ob lepem vremenu odpre lep razgled na vrhove nad dolino Pišnice in delu gora nad vršiško cesto."
Eva,712,Julijske Alpe,2019,vrh,80,496,1,"Eva je vrh, ki se nahaja v osrčju Julijskih Alp med Prevalskim in Jezerskim Stogom. Z vrha je lep pogled na Jezerski Stog, Ograde, Debeli vrh in Škednjovec. Eva je skupaj s sosednjim Adamom naravna znamenitost TNPja."
Frčkova planina,2139,Julijske Alpe,1335,planina,44,1427,1,"Frčkova planina je manj znana planina, katera se nahaja pod 1369 metrov visokim Frčkovim vrhom. Na planini, s katere zaradi bližnjega gozda ni razgleda na okoliške gore, stoji osamljena koča."
Gabrovec,1394,Julijske Alpe,1630,vrh,61,983,1,"Gabrovec (na zemljevidih tudi Veliki Muzec) je 1630 m visoka gora, ki se nahaja severozahodno od Breginja, najbolj zahodne vasi v Sloveniji. Z vrha se nam odpre lep pogled na Breginjski kot, Jadransko morje ter zahodne in osrednje Julijske Alpe."
Galetovec,832,Julijske Alpe,1265,vrh,89,284,9,"Galetovec je neizrazit vrh na jugovzhodnem delu Pokljuške planote. Z vrha, ki ima vpisno skrinjico je lep razgled na osrednje Karavanke, Jelovico, Ratitovec in del Spodnjih Bohinjskih gora. Galetovec je tudi vzletišče za padalce, z urejeno odskočno desko."
